job_id,hacky_job_id,workload_name,submission_time,requested_number_of_processors,requested_time,success,starting_time,execution_time,finish_time,waiting_time,turnaround_time,stretch,consumed_energy,allocated_processors
272,2720,0e8208,461036.000000,4,37.000000,0,462167.012800,37.000000,462204.012800,1131.012800,1168.012800,31.567914,-1.000000,145-148
273,2730,0e8208,461038.000000,4,41.000000,0,462204.015000,41.000000,462245.015000,1166.015000,1207.015000,29.439390,-1.000000,145-148
274,2740,0e8208,461040.000000,4,36.000000,0,462245.017200,36.000000,462281.017200,1205.017200,1241.017200,34.472700,-1.000000,145-148
275,2750,0e8208,461041.000000,4,38.000000,0,462281.019400,38.000000,462319.019400,1240.019400,1278.019400,33.632089,-1.000000,145-148
276,2760,0e8208,461043.000000,6,35.000000,0,462283.018800,35.000000,462318.018800,1240.018800,1275.018800,36.429109,-1.000000,141-144 149-150
277,2770,0e8208,461045.000000,6,35.000000,0,462318.021000,35.000000,462353.021000,1273.021000,1308.021000,37.372029,-1.000000,141-144 149-150
278,2780,0e8208,461046.000000,6,38.000000,0,462740.045200,38.000000,462778.045200,1694.045200,1732.045200,45.580137,-1.000000,141-146
279,2790,0e8208,461048.000000,6,35.000000,0,462778.047400,35.000000,462813.047400,1730.047400,1765.047400,50.429926,-1.000000,141-146
280,2800,0e8208,461050.000000,6,35.000000,0,462813.049600,35.000000,462848.049600,1763.049600,1798.049600,51.372846,-1.000000,141-146
281,2810,0e8208,461051.000000,8,37.000000,0,462848.051800,37.000000,462885.051800,1797.051800,1834.051800,49.568968,-1.000000,141-148
282,2820,0e8208,461053.000000,8,37.000000,0,462885.054000,37.000000,462922.054000,1832.054000,1869.054000,50.514973,-1.000000,141-148
283,2830,0e8208,461055.000000,8,39.000000,0,462922.056200,39.000000,462961.056200,1867.056200,1906.056200,48.873236,-1.000000,141-148
284,2840,0e8208,461057.000000,8,37.000000,0,462961.058400,37.000000,462998.058400,1904.058400,1941.058400,52.461038,-1.000000,141-148
285,2850,0e8208,461058.000000,8,39.000000,0,462998.060600,39.000000,463037.060600,1940.060600,1979.060600,50.745144,-1.000000,141-148
286,2860,0e8208,461060.000000,10,39.000000,0,463037.062800,39.000000,463076.062800,1977.062800,2016.062800,51.693918,-1.000000,141-150
287,2870,0e8208,461062.000000,10,40.000000,0,463076.065000,40.000000,463116.065000,2014.065000,2054.065000,51.351625,-1.000000,141-150
288,2880,0e8208,461063.000000,10,37.000000,0,463116.067200,37.000000,463153.067200,2053.067200,2090.067200,56.488303,-1.000000,141-150
289,2890,0e8208,461065.000000,10,38.000000,0,463153.069400,38.000000,463191.069400,2088.069400,2126.069400,55.949195,-1.000000,141-150
290,2900,0e8208,461066.000000,10,37.000000,0,463191.071600,37.000000,463228.071600,2125.071600,2162.071600,58.434368,-1.000000,141-150
291,2910,0e8208,461994.000000,7,13103.000000,0,476696.017800,13103.000000,489799.017800,14702.017800,27805.017800,2.122034,-1.000000,139-145
292,2920,0e8208,464638.000000,16,175.000000,0,465220.007800,175.000000,465395.007800,582.007800,757.007800,4.325759,-1.000000,1 4-10 140-147
293,2930,0e8208,477024.000000,1,40.000000,0,477024.001200,40.000000,477064.001200,0.001200,40.001200,1.000030,-1.000000,1
294,2940,0e8208,477250.000000,1,40.000000,0,477250.001200,40.000000,477290.001200,0.001200,40.001200,1.000030,-1.000000,1
295,2950,0e8208,477381.000000,1,51.000000,0,477381.001200,51.000000,477432.001200,0.001200,51.001200,1.000024,-1.000000,1
296,2960,0e8208,478028.000000,1,52.000000,0,478028.001200,52.000000,478080.001200,0.001200,52.001200,1.000023,-1.000000,1
297,2970,0e8208,478487.000000,2,48.000000,0,478487.001200,48.000000,478535.001200,0.001200,48.001200,1.000025,-1.000000,0-1
298,2980,0e8208,478491.000000,4,53.000000,0,478491.001200,53.000000,478544.001200,0.001200,53.001200,1.000023,-1.000000,4-7
299,2990,0e8208,478495.000000,8,44.000000,0,478495.001200,44.000000,478539.001200,0.001200,44.001200,1.000027,-1.000000,8-10 56-60
300,3000,0e8208,478499.000000,16,48.000000,0,478499.001200,48.000000,478547.001200,0.001200,48.001200,1.000025,-1.000000,61-76
301,3010,0e8208,478502.000000,32,63.000000,0,478502.001200,63.000000,478565.001200,0.001200,63.001200,1.000019,-1.000000,77-87 108-127 146
302,3020,0e8208,478507.000000,64,84.000000,0,478565.003400,84.000000,478649.003400,58.003400,142.003400,1.690517,-1.000000,0-1 4-10 56-87 108-127 146-148
303,3030,0e8208,488989.000000,32,60481.000000,0,488989.001200,60481.000000,549470.001200,0.001200,60481.001200,1.000000,-1.000000,0-31
304,3040,0e8208,500439.000000,16,10117.000000,0,500439.001200,10117.000000,510556.001200,0.001200,10117.001200,1.000000,-1.000000,32-47
305,3050,0e8208,514617.000000,6,14760.000000,0,514617.001200,14760.000000,529377.001200,0.001200,14760.001200,1.000000,-1.000000,32-37
306,3060,0e8208,515783.000000,16,15319.000000,0,515783.001200,15319.000000,531102.001200,0.001200,15319.001200,1.000000,-1.000000,38-53
307,3070,0e8208,515915.000000,4,106.000000,0,515915.001200,106.000000,516021.001200,0.001200,106.001200,1.000011,-1.000000,54-57
308,3080,0e8208,516235.000000,2,51287.000000,0,516235.001200,51287.000000,567522.001200,0.001200,51287.001200,1.000000,-1.000000,54-55
309,3090,0e8208,519314.000000,8,33020.000000,0,519314.001200,33020.000000,552334.001200,0.001200,33020.001200,1.000000,-1.000000,56-63
310,3100,0e8208,519341.000000,4,38.000000,0,519341.001200,38.000000,519379.001200,0.001200,38.001200,1.000032,-1.000000,64-67
311,3110,0e8208,520183.000000,2,38.000000,0,520183.001200,38.000000,520221.001200,0.001200,38.001200,1.000032,-1.000000,64-65
312,3120,0e8208,522380.000000,8,92.000000,0,522380.001200,92.000000,522472.001200,0.001200,92.001200,1.000013,-1.000000,64-71
313,3130,0e8208,523440.000000,8,44995.000000,0,523440.001200,44995.000000,568435.001200,0.001200,44995.001200,1.000000,-1.000000,64-71
314,3140,0e8208,525925.000000,28,10798.000000,0,525925.001200,10798.000000,536723.001200,0.001200,10798.001200,1.000000,-1.000000,72-99
315,3150,0e8208,525935.000000,28,12337.000000,0,525935.001200,12337.000000,538272.001200,0.001200,12337.001200,1.000000,-1.000000,100-127
316,3160,0e8208,525938.000000,28,11117.000000,0,531102.003400,11117.000000,542219.003400,5164.003400,16281.003400,1.464514,-1.000000,32-53 131-136
317,3170,0e8208,525940.000000,28,11845.000000,0,536723.003400,11845.000000,548568.003400,10783.003400,22628.003400,1.910342,-1.000000,72-99
318,3180,0e8208,526150.000000,28,15861.000000,0,538272.003400,15861.000000,554133.003400,12122.003400,27983.003400,1.764265,-1.000000,100-127
319,3190,0e8208,528178.000000,8,7126.000000,0,538272.004000,7126.000000,545398.004000,10094.004000,17220.004000,2.416504,-1.000000,128-130 137-141
320,3200,0e8208,528341.000000,16,10164.000000,0,542219.005600,10164.000000,552383.005600,13878.005600,24042.005600,2.365408,-1.000000,32-47
321,3210,0e8208,528869.000000,16,79.000000,0,528869.001200,79.000000,528948.001200,0.001200,79.001200,1.000015,-1.000000,131-146
322,3220,0e8208,529609.000000,8,3034.000000,0,531102.004000,3034.000000,534136.004000,1493.004000,4527.004000,1.492091,-1.000000,137-144
323,3230,0e8208,530379.000000,1,58712.000000,0,542219.006200,58712.000000,600931.006200,11840.006200,70552.006200,1.201662,-1.000000,48
324,3240,0e8208,530489.000000,1,59088.000000,0,542219.006800,59088.000000,601307.006800,11730.006800,70818.006800,1.198518,-1.000000,49
325,3250,0e8208,530559.000000,1,58674.000000,0,542219.007400,58674.000000,600893.007400,11660.007400,70334.007400,1.198725,-1.000000,50
326,3260,0e8208,530627.000000,2,34.000000,0,530627.001200,34.000000,530661.001200,0.001200,34.001200,1.000035,-1.000000,32-33
327,3270,0e8208,533427.000000,28,48346.000000,0,548568.005600,48346.000000,596914.005600,15141.005600,63487.005600,1.313180,-1.000000,51-53 72-96
328,3280,0e8208,533656.000000,28,16317.000000,0,549470.003400,16317.000000,565787.003400,15814.003400,32131.003400,1.969173,-1.000000,0-27
329,3290,0e8208,537670.000000,1,286.000000,0,537670.001200,286.000000,537956.001200,0.001200,286.001200,1.000004,-1.000000,128
330,3300,0e8208,538144.000000,1,276.000000,0,538272.004600,276.000000,538548.004600,128.004600,404.004600,1.463785,-1.000000,142
331,3310,0e8208,538885.000000,1,59169.000000,0,549470.004000,59169.000000,608639.004000,10585.004000,69754.004000,1.178894,-1.000000,28
332,3320,0e8208,540175.000000,2,33.000000,0,540175.001200,33.000000,540208.001200,0.001200,33.001200,1.000036,-1.000000,142-143
333,3330,0e8208,540176.000000,2,32.000000,0,540176.001200,32.000000,540208.001200,0.001200,32.001200,1.000038,-1.000000,144-145
334,3340,0e8208,540177.000000,2,32.000000,0,540177.001200,32.000000,540209.001200,0.001200,32.001200,1.000038,-1.000000,146-147
335,3350,0e8208,540179.000000,2,33.000000,0,540179.001200,33.000000,540212.001200,0.001200,33.001200,1.000036,-1.000000,148-149
336,3360,0e8208,540180.000000,2,32.000000,0,540208.005000,32.000000,540240.005000,28.005000,60.005000,1.875156,-1.000000,142-143
337,3370,0e8208,540372.000000,4,34.000000,0,540372.001200,34.000000,540406.001200,0.001200,34.001200,1.000035,-1.000000,142-145
338,3380,0e8208,540373.000000,4,35.000000,0,540373.001200,35.000000,540408.001200,0.001200,35.001200,1.000034,-1.000000,146-149
339,3390,0e8208,540374.000000,4,36.000000,0,540406.003400,36.000000,540442.003400,32.003400,68.003400,1.888983,-1.000000,142-145
340,3400,0e8208,540375.000000,4,34.000000,0,540408.003400,34.000000,540442.003400,33.003400,67.003400,1.970688,-1.000000,146-149
341,3410,0e8208,540377.000000,4,36.000000,0,540442.007200,36.000000,540478.007200,65.007200,101.007200,2.805756,-1.000000,142-145
342,3420,0e8208,540378.000000,6,38.000000,0,540478.009400,38.000000,540516.009400,100.009400,138.009400,3.631826,-1.000000,142-147
343,3430,0e8208,540379.000000,6,38.000000,0,540516.011600,38.000000,540554.011600,137.011600,175.011600,4.605568,-1.000000,142-147
344,3440,0e8208,540380.000000,6,34.000000,0,540554.013800,34.000000,540588.013800,174.013800,208.013800,6.118053,-1.000000,142-147
345,3450,0e8208,540382.000000,6,36.000000,0,540588.016000,36.000000,540624.016000,206.016000,242.016000,6.722667,-1.000000,142-147
346,3460,0e8208,540384.000000,6,40.000000,0,540624.018200,40.000000,540664.018200,240.018200,280.018200,7.000455,-1.000000,142-147
347,3470,0e8208,540385.000000,8,35.000000,0,540664.020400,35.000000,540699.020400,279.020400,314.020400,8.972011,-1.000000,142-149
348,3480,0e8208,540386.000000,8,35.000000,0,540699.022600,35.000000,540734.022600,313.022600,348.022600,9.943503,-1.000000,142-149
349,3490,0e8208,540387.000000,8,36.000000,0,540734.024800,36.000000,540770.024800,347.024800,383.024800,10.639578,-1.000000,142-149
350,3500,0e8208,540389.000000,8,40.000000,0,540770.027000,40.000000,540810.027000,381.027000,421.027000,10.525675,-1.000000,142-149
351,3510,0e8208,540390.000000,8,37.000000,0,540810.029200,37.000000,540847.029200,420.029200,457.029200,12.352141,-1.000000,142-149
352,3520,0e8208,540391.000000,10,36.000000,0,542219.008000,36.000000,542255.008000,1828.008000,1864.008000,51.778000,-1.000000,51-53 131-136 142
353,3530,0e8208,540392.000000,10,40.000000,0,542255.010200,40.000000,542295.010200,1863.010200,1903.010200,47.575255,-1.000000,51-53 131-136 142
354,3540,0e8208,540394.000000,10,40.000000,0,542295.012400,40.000000,542335.012400,1901.012400,1941.012400,48.525310,-1.000000,51-53 131-136 142
355,3550,0e8208,540395.000000,10,39.000000,0,542335.014600,39.000000,542374.014600,1940.014600,1979.014600,50.743964,-1.000000,51-53 131-136 142
356,3560,0e8208,540396.000000,10,38.000000,0,542374.016800,38.000000,542412.016800,1978.016800,2016.016800,53.053074,-1.000000,51-53 131-136 142
357,3570,0e8208,540397.000000,16,39.000000,0,542412.019000,39.000000,542451.019000,2015.019000,2054.019000,52.667154,-1.000000,51-53 131-136 142-148
358,3580,0e8208,540399.000000,16,39.000000,0,542451.021200,39.000000,542490.021200,2052.021200,2091.021200,53.615928,-1.000000,51-53 131-136 142-148
359,3590,0e8208,540400.000000,16,39.000000,0,542490.023400,39.000000,542529.023400,2090.023400,2129.023400,54.590344,-1.000000,51-53 131-136 142-148
360,3600,0e8208,540401.000000,16,39.000000,0,542529.025600,39.000000,542568.025600,2128.025600,2167.025600,55.564759,-1.000000,51-53 131-136 142-148
361,3610,0e8208,540403.000000,16,42.000000,0,542568.027800,42.000000,542610.027800,2165.027800,2207.027800,52.548281,-1.000000,51-53 131-136 142-148
362,3620,0e8208,540404.000000,24,44.000000,0,545398.006200,44.000000,545442.006200,4994.006200,5038.006200,114.500141,-1.000000,51-53 128-148
363,3630,0e8208,540406.000000,24,43.000000,0,545442.008400,43.000000,545485.008400,5036.008400,5079.008400,118.116474,-1.000000,51-53 128-148
364,3640,0e8208,540407.000000,24,43.000000,0,545485.010600,43.000000,545528.010600,5078.010600,5121.010600,119.093270,-1.000000,51-53 128-148
365,3650,0e8208,540408.000000,24,44.000000,0,545528.012800,44.000000,545572.012800,5120.012800,5164.012800,117.363927,-1.000000,51-53 128-148
366,3660,0e8208,540409.000000,24,43.000000,0,545572.015000,43.000000,545615.015000,5163.015000,5206.015000,121.070116,-1.000000,51-53 128-148
367,3670,0e8208,540411.000000,32,53.000000,0,552334.003400,53.000000,552387.003400,11923.003400,11976.003400,225.962328,-1.000000,29-31 56-63 97-99 128-145
368,3680,0e8208,540412.000000,32,49.000000,0,552387.005600,49.000000,552436.005600,11975.005600,12024.005600,245.387869,-1.000000,29-47 56-63 97-99 128-129
369,3690,0e8208,540413.000000,32,51.000000,0,552436.007800,51.000000,552487.007800,12023.007800,12074.007800,236.745251,-1.000000,29-47 56-63 97-99 128-129
370,3700,0e8208,540414.000000,32,49.000000,0,552487.010000,49.000000,552536.010000,12073.010000,12122.010000,247.387959,-1.000000,29-47 56-63 97-99 128-129
371,3710,0e8208,540416.000000,32,50.000000,0,552536.012200,50.000000,552586.012200,12120.012200,12170.012200,243.400244,-1.000000,29-47 56-63 97-99 128-129
372,3720,0e8208,544412.000000,1,510.000000,0,544412.001200,510.000000,544922.001200,0.001200,510.001200,1.000002,-1.000000,51
373,3730,0e8208,544492.000000,1,417.000000,0,544492.001200,417.000000,544909.001200,0.001200,417.001200,1.000003,-1.000000,52
374,3740,0e8208,544550.000000,1,319.000000,0,544550.001200,319.000000,544869.001200,0.001200,319.001200,1.000004,-1.000000,53
375,3750,0e8208,544665.000000,1,276.000000,0,544665.001200,276.000000,544941.001200,0.001200,276.001200,1.000004,-1.000000,131
376,3760,0e8208,544722.000000,1,47.000000,0,544722.001200,47.000000,544769.001200,0.001200,47.001200,1.000026,-1.000000,132
377,3770,0e8208,544765.000000,1,180.000000,0,544765.001200,180.000000,544945.001200,0.001200,180.001200,1.000007,-1.000000,133
378,3780,0e8208,546139.000000,8,77.000000,0,546139.001200,77.000000,546216.001200,0.001200,77.001200,1.000016,-1.000000,51-53 128-132
379,3790,0e8208,546170.000000,8,105.000000,0,546170.001200,105.000000,546275.001200,0.001200,105.001200,1.000011,-1.000000,133-140
380,3800,0e8208,546207.000000,8,158.000000,0,546207.001200,158.000000,546365.001200,0.001200,158.001200,1.000008,-1.000000,141-148
381,3810,0e8208,546237.000000,8,165.000000,0,546237.001200,165.000000,546402.001200,0.001200,165.001200,1.000007,-1.000000,51-53 128-132
382,3820,0e8208,546252.000000,8,475.000000,0,546275.003400,475.000000,546750.003400,23.003400,498.003400,1.048428,-1.000000,133-140
383,3830,0e8208,546273.000000,8,1479.000000,0,546365.003400,1479.000000,547844.003400,92.003400,1571.003400,1.062206,-1.000000,141-148
384,3840,0e8208,547026.000000,8,38.000000,0,547026.001200,38.000000,547064.001200,0.001200,38.001200,1.000032,-1.000000,51-53 128-132
385,3850,0e8208,547048.000000,8,41.000000,0,547048.001200,41.000000,547089.001200,0.001200,41.001200,1.000029,-1.000000,133-140
386,3860,0e8208,547070.000000,8,449.000000,0,547070.001200,449.000000,547519.001200,0.001200,449.001200,1.000003,-1.000000,51-53 128-132
387,3870,0e8208,547090.000000,8,496.000000,0,547090.001200,496.000000,547586.001200,0.001200,496.001200,1.000002,-1.000000,133-140
388,3880,0e8208,547110.000000,8,596.000000,0,547519.003400,596.000000,548115.003400,409.003400,1005.003400,1.686247,-1.000000,51-53 128-132
389,3890,0e8208,547127.000000,8,697.000000,0,547586.003400,697.000000,548283.003400,459.003400,1156.003400,1.658541,-1.000000,133-140
390,3900,0e8208,547797.000000,8,461.000000,0,547844.005600,461.000000,548305.005600,47.005600,508.005600,1.101964,-1.000000,141-148
391,3910,0e8208,547812.000000,8,39.000000,0,548115.005600,39.000000,548154.005600,303.005600,342.005600,8.769374,-1.000000,51-53 128-132
392,3920,0e8208,547829.000000,8,564.000000,0,548568.006200,564.000000,549132.006200,739.006200,1303.006200,2.310295,-1.000000,97-99 128-132
393,3930,0e8208,547843.000000,8,614.000000,0,548568.006800,614.000000,549182.006800,725.006800,1339.006800,2.180793,-1.000000,133-140
394,3940,0e8208,547864.000000,8,63.000000,0,548154.007800,63.000000,548217.007800,290.007800,353.007800,5.603298,-1.000000,51-53 128-132
395,3950,0e8208,547935.000000,8,69.000000,0,548217.010000,69.000000,548286.010000,282.010000,351.010000,5.087101,-1.000000,51-53 128-132
396,3960,0e8208,552159.000000,32,166.000000,0,552586.014400,166.000000,552752.014400,427.014400,593.014400,3.572376,-1.000000,29-47 56-63 97-99 128-129
397,3970,0e8208,560658.000000,8,447.000000,0,560658.001200,447.000000,561105.001200,0.001200,447.001200,1.000003,-1.000000,29-36
398,3980,0e8208,560992.000000,8,496.000000,0,560992.001200,496.000000,561488.001200,0.001200,496.001200,1.000002,-1.000000,37-44
399,3990,0e8208,563345.000000,1,49918.000000,0,563345.001200,49918.000000,613263.001200,0.001200,49918.001200,1.000000,-1.000000,29
400,4000,0e8208,564488.000000,1,49028.000000,0,564488.001200,49028.000000,613516.001200,0.001200,49028.001200,1.000000,-1.000000,30
401,4010,0e8208,565609.000000,32,47760.000000,0,565609.001200,47760.000000,613369.001200,0.001200,47760.001200,1.000000,-1.000000,31-47 56-63 97-103
402,4020,0e8208,599359.000000,10,12238.000000,0,599359.001200,12238.000000,611597.001200,0.001200,12238.001200,1.000000,-1.000000,0-9
403,4030,0e8208,602838.000000,32,5446.000000,0,602838.001800,5446.000000,608284.001800,0.001800,5446.001800,1.000000,-1.000000,10-27 48-55 64-69
